,Aircraft Model,Empty Weight (kg),Maximum Takeoff Weight (kg),Maximum Landing Weight (kg),Center of Gravity Limits,Wing Loading (kg/m²),Tail Loading (kg/m²),Fuel Capacity (liters),Number of Passengers,Cargo Capacity (kg),Maximum Altitude (ft),Maximum Speed (knots),Engine Type,Fuselage Length (m)
5447,Airbus A380,101775.8232,198520.679,197983.2251,35%-45% of MAC,438.6622026,185.3879553,248987.8924,480,20912.61852,31464,669,Piston,18.18639553
5448,Beechcraft King Air 350,227681.3533,626708.5709,613447.1396,35%-45% of MAC,836.0989805,28.28624508,493957.6317,320,44381.45139,42631,467,Turboprop,64.10545292
5449,Boeing 777,138708.1814,215178.6103,194063.24,35%-45% of MAC,781.3095126,102.9980716,278231.4196,493,12132.72092,23206,566,Turbofan,97.9249525
5450,Beechcraft King Air 350,88378.34416,426512.5747,182505.5463,15%-30% of MAC,265.3194891,79.32364037,241030.9214,298,63954.7498,30027,586,Turboprop,46.93031832
5451,Beechcraft King Air 350,191486.1535,567433.7748,535026.6155,35%-45% of MAC,855.2734489,86.44056873,158912.1152,280,48789.94012,31811,436,Turboprop,44.9540367
5452,Bombardier Global 6000,228225.4318,1130872.976,960575.1598,20%-35% of MAC,251.8073702,80.78397069,304775.1008,262,30460.39791,23440,685,Turboprop,92.67052444
5453,Boeing 747-8,142209.9947,403694.4919,194475.7876,20%-40% of MAC,702.8739854,185.709048,414338.9832,401,15017.53683,24411,525,Turboprop,20.94311531
5454,Beechcraft King Air 350,27098.42574,124103.1007,65065.47726,25%-35% of MAC,638.01985,40.88743366,214508.3595,477,15446.54702,59338,690,Turboprop,50.01756625
5455,Airbus A320,75900.56942,241485.157,212184.9738,20%-40% of MAC,939.0626487,154.8271032,499036.9961,194,18511.40007,21601,517,Turbofan,40.93502933
5456,Cessna 172,86899.62758,425728.8578,142122.7286,25%-35% of MAC,604.3551969,58.49899858,458897.242,199,60212.78297,37605,695,Turbofan,47.09387288
5457,Beechcraft King Air 350,190763.3197,321293.1827,232410.9048,15%-30% of MAC,568.6684422,161.3653142,493007.8508,354,12851.26296,31330,627,Piston,47.56210992
5458,Boeing 747-8,128007.6277,128569.165,128384.1422,15%-30% of MAC,833.2509369,42.39318311,129625.2192,359,39652.88882,34807,432,Piston,28.49955448
5459,Beechcraft King Air 350,150006.1018,366715.7091,159059.9156,25%-35% of MAC,524.5589972,93.4494783,48795.40456,71,60285.3422,54941,490,Turbofan,85.18793916
5460,Embraer E190,199058.649,607831.6045,414859.3715,35%-45% of MAC,789.4906958,66.33643044,425184.2821,487,63870.46394,27749,670,Piston,77.04400101
5461,Airbus A320,8841.41609,29841.28754,21344.7469,20%-40% of MAC,615.617099,67.66580342,193630.3104,344,89356.80234,59055,464,Piston,95.28024536
5462,Gulfstream G650,12057.52027,31424.11548,25468.84355,20%-35% of MAC,971.5002268,32.44952608,222868.671,285,14118.23754,29989,400,Turbofan,28.77751185
5463,Airbus A380,49476.60132,111687.1469,103975.7666,20%-40% of MAC,479.1050016,109.8967445,489420.5585,298,50709.26764,38581,470,Turbofan,94.05355494
5464,Boeing 777,40731.3217,61431.74418,43818.54077,20%-40% of MAC,432.5815048,173.2750223,479445.4324,295,52874.9373,26486,491,Turboprop,10.45770616
5465,Cessna 172,31004.11787,97771.22598,71334.04947,20%-35% of MAC,499.10961,73.4393032,268987.1281,404,61289.08936,21899,405,Turboprop,54.09483594
5466,Bombardier Global 6000,178419.6603,727319.8692,673319.8922,20%-40% of MAC,431.0781806,136.5693267,156941.5571,342,65281.52603,43687,593,Turboprop,29.22823987
5467,Boeing 737-800,28433.5715,35352.22627,33244.89505,15%-30% of MAC,368.1275196,103.4566866,430573.942,161,36212.00406,45735,408,Turbofan,17.21375578
5468,Boeing 737-800,15982.30608,64886.70339,63070.41038,35%-45% of MAC,826.5536811,100.700968,361695.4117,459,35822.5541,32495,506,Turboprop,80.92370144
5469,Cessna 172,211636.9176,211819.4451,211775.1641,15%-30% of MAC,260.8111332,122.7687877,369254.6669,295,71869.33179,55640,657,Turboprop,44.70480175
5470,Airbus A320,50071.14531,189281.687,174554.3839,20%-40% of MAC,846.5097095,106.8032755,72460.50377,359,18861.9248,45106,470,Piston,13.30379812
5471,Embraer E190,187883.3361,901613.3159,673048.0195,20%-40% of MAC,601.5804162,140.0028816,222725.6481,236,50163.30593,36203,645,Turbofan,64.97116602
5472,Boeing 777,676.5802878,986.127025,952.1411287,20%-35% of MAC,280.7951222,57.71158772,421586.7066,391,25013.04095,24404,584,Turboprop,40.64078959
5473,Airbus A380,181491.0115,469686.8974,257222.2894,15%-30% of MAC,802.4110197,110.7582168,200847.2313,256,89441.0292,57742,415,Piston,52.13267927
5474,Embraer E190,95827.36273,406825.0298,384349.6625,25%-35% of MAC,909.6283079,127.6223926,402729.4998,78,28471.32545,58636,447,Turbofan,76.41622046
5475,Boeing 777,17415.70581,27716.28765,21555.23447,25%-35% of MAC,409.1487605,133.7387962,128261.5471,60,6227.416314,22966,688,Turbofan,67.978207
5476,Airbus A320,154524.9281,542813.5416,388401.2442,25%-35% of MAC,547.6546384,187.9823634,215000.5486,360,32842.48087,31210,417,Turbofan,10.1435577
5477,Boeing 777,199816.9426,343345.3787,218915.6015,15%-30% of MAC,210.2504646,140.987156,411275.9634,402,45796.73045,56403,575,Piston,40.5249396
5478,Cessna 172,131941.9084,398624.0402,373831.6272,20%-40% of MAC,651.1016966,42.96758426,87879.79357,420,42229.39308,31507,661,Turbofan,91.44903197
5479,Beechcraft King Air 350,173045.1609,651749.9041,295640.5319,35%-45% of MAC,355.6808405,139.1175047,372088.2017,436,76142.09278,30260,551,Piston,40.80399308
5480,Embraer E190,44748.53602,206311.2229,92982.53358,20%-40% of MAC,711.3306475,20.40864761,437452.4468,101,19900.27558,58257,690,Turboprop,80.14137613
5481,Airbus A320,277330.0752,980381.0662,632862.8131,20%-35% of MAC,915.3429978,122.5486155,42172.90343,493,2378.781876,28476,506,Piston,26.87612005
5482,Gulfstream G650,172354.9392,797009.7725,683194.5868,20%-40% of MAC,889.2158142,194.1895619,360517.3498,305,98521.38685,25351,646,Piston,44.58073581
5483,Beechcraft King Air 350,299168.2928,1143752.116,846597.1907,20%-35% of MAC,437.5248401,168.7178811,353807.683,296,16465.85026,26889,631,Turboprop,11.64067275
5484,Embraer E190,205486.8777,320428.6147,302066.8982,20%-40% of MAC,919.387322,99.78233403,93287.6019,53,52086.48116,35440,508,Turbofan,43.24831412
5485,Embraer E190,243778.6169,1000465.576,886335.0367,25%-35% of MAC,318.4994928,32.44029443,450551.3128,405,62613.69428,48006,576,Turboprop,61.10800415
5486,Boeing 777,110572.1721,186314.6304,116790.5032,20%-40% of MAC,341.1056398,197.6402662,167884.7661,152,21457.23651,30493,479,Turboprop,56.57817298
5487,Boeing 777,182978.8266,259031.0663,223702.555,25%-35% of MAC,225.5980793,103.4326435,357503.7707,107,17586.11729,49928,593,Piston,75.00723001
5488,Embraer E190,177344.3255,796036.597,460033.8222,20%-40% of MAC,491.0839463,189.067979,264237.1035,163,86655.66825,27559,617,Turboprop,10.14361666
5489,Boeing 747-8,171135.8225,379850.5611,175552.6182,35%-45% of MAC,527.9038317,33.09184643,125063.7967,148,40205.28855,24731,527,Turboprop,49.86066562
5490,Boeing 747-8,257063.5902,732352.6655,670740.4923,25%-35% of MAC,850.7597913,41.72332742,45697.53825,274,40917.75429,42794,697,Turbofan,50.33172508
5491,Boeing 747-8,131804.5906,642533.9762,147692.7276,20%-40% of MAC,687.5625931,126.4854262,370505.8994,283,42603.60282,42720,621,Turboprop,37.45913361
5492,Airbus A380,3396.594526,6723.568543,4625.697136,25%-35% of MAC,903.98357,38.8148859,107198.1406,268,16844.69519,55038,466,Turbofan,60.45713723
5493,Boeing 737-800,87445.56798,269713.9389,123462.3374,20%-35% of MAC,702.8083303,69.07115319,198281.8716,97,32594.60825,54919,513,Turboprop,93.04764477
5494,Boeing 747-8,236003.3661,349160.7119,331045.0414,20%-35% of MAC,758.4792052,122.1104883,60412.48415,174,25801.4167,28117,637,Piston,86.58740465
5495,Airbus A380,299282.6894,1050614.786,607309.2359,20%-40% of MAC,809.1627193,41.5547934,69861.79666,82,7127.143236,39496,454,Turbofan,35.06539672
5496,Cessna 172,28206.42121,131898.623,110697.4111,20%-40% of MAC,603.3083308,119.6954557,355434.5266,461,40698.11647,53931,406,Piston,78.56788689
5497,Cessna 172,82473.46513,289974.7674,185946.5071,25%-35% of MAC,586.7523356,187.195063,304959.7946,396,75540.27163,39880,506,Turbofan,62.0263092
5498,Boeing 737-800,240334.6878,264584.0813,251656.3541,25%-35% of MAC,322.5287978,67.26791596,436061.9263,62,88991.3002,35885,637,Turboprop,98.97774547
5499,Boeing 737-800,192326.8153,327272.2901,254501.139,35%-45% of MAC,615.614329,117.9437656,213531.0656,52,70841.08932,59236,463,Piston,89.49708696
5500,Airbus A320,68893.89921,236317.5724,185267.3291,25%-35% of MAC,969.1633842,101.4151161,142253.7683,155,40247.518,45298,425,Piston,14.38741073
5501,Airbus A380,226855.6461,797924.3309,469404.9643,20%-40% of MAC,856.8879862,165.5405771,201107.8848,400,1899.956888,52194,473,Piston,40.54310703
5502,Boeing 737-800,182910.2729,231402.2422,198122.5801,25%-35% of MAC,619.869707,199.1299973,398138.707,371,18874.51728,47147,615,Piston,54.24701721
5503,Boeing 777,7795.330461,24978.12087,9348.578481,20%-35% of MAC,229.0037953,53.54997918,13888.57567,324,58816.66231,52627,424,Turboprop,10.11823862
5504,Cessna 172,3462.222877,8333.266103,5141.615853,15%-30% of MAC,366.5753749,29.40844922,317771.4314,76,40437.65261,56013,675,Piston,14.89304448
5505,Gulfstream G650,168941.4898,579892.4316,223242.5948,20%-40% of MAC,860.9602794,29.60545841,470501.2516,332,54665.35641,44307,490,Turbofan,43.57182593
5506,Gulfstream G650,4942.163455,12760.42218,9625.344861,20%-40% of MAC,667.9375896,37.62915608,445798.6519,458,28189.97477,44081,567,Turbofan,76.47982493
5507,Cessna 172,96480.61612,363080.5199,352177.0029,25%-35% of MAC,706.676226,169.6610407,182195.1274,356,96250.47638,32943,592,Turboprop,29.93735728
5508,Boeing 737-800,151382.3628,611909.5815,611274.7336,15%-30% of MAC,838.7184028,163.271468,369838.7327,333,48047.60127,28707,454,Turbofan,78.3384125
5509,Beechcraft King Air 350,45213.7581,45757.88745,45240.30494,20%-40% of MAC,331.5815191,40.45799053,419728.757,405,22779.7471,31466,651,Turboprop,84.83015356
5510,Cessna 172,57836.96798,238627.9488,69314.15324,35%-45% of MAC,623.1379592,199.8656564,130959.9956,171,61233.4657,25412,591,Piston,97.83658636
5511,Boeing 747-8,181911.8418,204154.7319,192759.0124,20%-35% of MAC,226.83884,126.6001144,429429.8974,167,64540.96357,37750,405,Piston,62.30772936
5512,Boeing 777,172108.0311,701168.9205,526098.7304,20%-40% of MAC,347.3199041,63.33129518,176857.1864,158,14262.8774,24078,560,Piston,38.51645367
5513,Boeing 747-8,249535.2462,453833.5561,329053.7846,20%-40% of MAC,761.4663811,62.56942044,182349.1262,147,41549.97382,45138,640,Turboprop,70.61342754
5514,Bombardier Global 6000,167188.0132,440750.8534,411451.0216,20%-35% of MAC,766.9698554,40.27712273,197216.1603,466,64886.64263,38838,462,Piston,81.70172631
5515,Beechcraft King Air 350,265941.3188,699040.7704,620591.4287,15%-30% of MAC,830.319683,99.76622974,432934.263,360,30119.88666,39536,684,Turbofan,73.59238269
5516,Boeing 747-8,177912.7235,258744.671,239041.8305,20%-40% of MAC,805.6282722,95.69894097,398458.8668,415,85486.94449,55450,583,Piston,77.04386195
5517,Airbus A380,147960.9541,232295.6074,212721.8072,35%-45% of MAC,592.2575855,71.50587771,118485.4206,159,89958.79016,32310,573,Turbofan,92.72798902
5518,Cessna 172,213207.5668,820770.9842,811118.9054,20%-40% of MAC,461.9183233,170.0902052,219736.9909,441,12636.19312,54220,433,Piston,89.42061331
5519,Beechcraft King Air 350,75840.70818,80330.11304,77015.60207,20%-35% of MAC,837.419139,94.49926849,104874.3416,167,55762.40121,25752,590,Piston,51.31383007
5520,Gulfstream G650,125351.4799,245021.78,145127.4235,20%-40% of MAC,269.0595574,81.45073374,14185.98426,437,56753.78114,54712,641,Piston,82.27922175
5521,Airbus A320,111877.8434,466419.0394,112898.0784,25%-35% of MAC,783.0396278,134.1187718,24302.1195,489,26532.18404,52061,440,Turbofan,93.34348766
5522,Gulfstream G650,11803.88746,53065.74524,52736.25325,20%-35% of MAC,410.5598163,28.87313495,112062.6033,180,97772.91319,55676,406,Piston,36.30630284
5523,Gulfstream G650,26543.5397,63182.13496,54128.12802,25%-35% of MAC,534.3137163,49.31270125,360968.532,202,30424.95029,37105,558,Turbofan,99.19970615
5524,Embraer E190,31774.07955,42345.03368,35517.77183,20%-40% of MAC,440.8050295,82.00895526,186427.7894,383,56222.19308,55126,543,Turbofan,23.58967405
5525,Boeing 747-8,146218.1588,602249.0914,450189.1507,20%-35% of MAC,996.9354161,172.7916627,445701.0473,344,46504.65294,21734,457,Piston,17.2173095
5526,Airbus A380,133916.0416,387160.1639,256263.4254,20%-35% of MAC,255.8287729,175.3841174,398657.9813,486,82345.14721,33845,601,Piston,39.99103678
5527,Airbus A380,162338.5053,336992.7236,186073.4229,25%-35% of MAC,230.2543992,93.55872341,75708.60936,433,8698.061308,51043,461,Turboprop,75.33517163
5528,Boeing 777,221021.7021,925119.5015,396769.1486,20%-40% of MAC,245.5087091,117.4151962,65933.30711,488,41109.19976,58480,630,Turboprop,43.9369328
5529,Airbus A380,279304.854,564374.0832,556146.6383,35%-45% of MAC,471.4798784,141.3840244,156902.6369,307,35181.12653,32703,624,Turboprop,11.05748431
5530,Boeing 747-8,31619.22097,43527.81546,36668.41528,25%-35% of MAC,332.9293734,32.49974294,146209.9399,123,50524.7683,40003,562,Turbofan,56.444873
5531,Embraer E190,188861.9307,581367.1022,555464.7904,15%-30% of MAC,845.991184,155.0179537,254261.1174,57,78202.28668,54403,429,Turboprop,45.5952057
5532,Beechcraft King Air 350,228297.022,945049.2189,536800.2958,20%-40% of MAC,485.4136537,86.49568285,179840.8356,56,66952.22576,23239,586,Piston,23.97621891
5533,Gulfstream G650,127670.6223,142550.3758,131825.4578,25%-35% of MAC,579.1247233,93.18277599,285439.1017,456,4697.606058,34008,403,Piston,28.88262469
5534,Airbus A380,202880.4878,604280.852,551336.5197,20%-40% of MAC,211.8120645,45.43390711,373041.0821,270,13828.5922,39858,640,Turboprop,10.72389369
5535,Bombardier Global 6000,239727.9821,698884.9131,461523.4594,20%-40% of MAC,371.6676936,155.3416112,113735.8888,276,81990.19538,42540,507,Piston,69.19096349
5536,Bombardier Global 6000,213366.9458,566255.3252,452707.2982,15%-30% of MAC,230.6032267,173.5376988,45684.9881,256,65166.86662,54934,527,Turboprop,77.85511349
5537,Airbus A320,89621.61478,421830.8145,385351.2664,20%-40% of MAC,594.0236243,107.4022041,444509.6138,142,20563.98723,48258,693,Turboprop,42.37717205
5538,Airbus A380,57773.36014,71533.05741,70986.61318,20%-40% of MAC,779.8978284,136.8115204,353559.7948,497,46612.77322,52784,428,Piston,53.72005505
5539,Gulfstream G650,227013.4329,580133.5597,556775.1458,25%-35% of MAC,569.035674,98.08858967,1384.342581,352,66785.20863,30950,678,Turbofan,78.41548385
5540,Bombardier Global 6000,293587.3375,468603.6165,394773.9759,20%-35% of MAC,303.7716899,94.57984342,426199.8032,200,12128.40874,35328,442,Piston,27.18418414
5541,Beechcraft King Air 350,217478.2189,345232.0508,333664.9463,15%-30% of MAC,324.1088115,75.71528296,43928.27145,285,16815.04238,57609,676,Turboprop,24.15543599
5542,Airbus A320,209650.7944,472313.5562,259801.2334,15%-30% of MAC,493.1554556,196.5454232,37923.378,348,42837.44533,52243,447,Turboprop,18.41287843
5543,Boeing 737-800,157696.8989,361498.5053,300681.0258,20%-35% of MAC,687.5377209,182.2973714,375769.9918,215,85236.17605,39998,430,Turboprop,61.63255734
5544,Boeing 737-800,111660.0517,425836.0928,346212.4441,25%-35% of MAC,604.0465723,173.9674345,55069.0929,115,19325.2252,43542,526,Turboprop,46.13821303
5545,Airbus A380,221663.1302,946494.9637,536602.7655,25%-35% of MAC,241.0080624,48.37090178,338874.677,237,27694.55432,41239,572,Turboprop,70.50006661
5546,Cessna 172,114885.3922,290983.9035,170587.0625,20%-35% of MAC,514.3821696,183.2577451,8650.961249,405,40912.72756,21548,600,Turbofan,19.35512826
5547,Airbus A380,137428.6876,629222.1023,329412.5863,25%-35% of MAC,918.3029965,131.3022241,110099.3926,235,49594.8503,26909,685,Turbofan,36.28226031
5548,Cessna 172,140667.909,363113.8528,304901.5748,25%-35% of MAC,377.3421606,58.85511497,475972.9552,164,40110.53829,52810,440,Turbofan,56.19497116
5549,Cessna 172,107073.1083,241706.921,203287.7239,20%-35% of MAC,218.5940924,107.9751851,487446.0512,339,42486.8089,52410,563,Turbofan,34.47394738
5550,Airbus A380,227361.6734,703163.459,236223.4154,15%-30% of MAC,849.0358577,112.1563559,458426.6811,348,95948.05383,38158,579,Piston,35.6352432
5551,Airbus A320,45822.71617,106944.0024,98252.7566,20%-40% of MAC,823.8760345,187.6182782,281808.8075,444,29639.35484,43903,439,Turboprop,51.31182911
5552,Bombardier Global 6000,175972.3165,472668.7672,346163.4048,20%-40% of MAC,215.4059124,165.8892135,229305.3648,238,61935.92077,50294,569,Piston,33.86829343
5553,Bombardier Global 6000,140517.9749,226851.8521,169512.0864,20%-40% of MAC,574.1484982,138.5494491,247228.6661,346,18670.25862,29030,562,Turboprop,37.20159171
5554,Bombardier Global 6000,166806.9151,345793.3196,255588.4851,35%-45% of MAC,972.9234386,43.2781205,258150.6355,387,10826.36071,36231,505,Turbofan,87.94162841
5555,Cessna 172,55166.47597,158020.2121,76829.94593,20%-40% of MAC,766.8183947,127.4925881,396210.5957,326,46019.66441,45656,507,Turboprop,90.53316986
5556,Airbus A380,237852.1203,273462.6287,249296.9939,25%-35% of MAC,611.3938572,102.3420952,84075.64564,318,56715.49988,38118,657,Turboprop,89.42125566
5557,Boeing 737-800,25717.9035,73472.61784,65786.92751,20%-40% of MAC,812.2476856,127.1320722,316620.2913,194,58960.82049,50734,446,Turboprop,31.03087762
5558,Airbus A380,266623.7782,1144494.966,518276.4283,20%-35% of MAC,853.0633098,22.62016474,13679.61572,322,21639.39128,37963,440,Turboprop,92.84013597
5559,Boeing 777,85276.24586,178270.6687,161069.3755,15%-30% of MAC,943.5507071,131.5717246,85546.21922,457,44582.09354,22439,603,Turboprop,45.89104778
5560,Gulfstream G650,195898.8179,973673.7939,245170.7814,35%-45% of MAC,758.3849814,134.3595855,197327.5391,176,68399.54781,43032,612,Turboprop,19.15881507
5561,Bombardier Global 6000,101516.0828,240170.9797,113630.1126,20%-40% of MAC,299.4211664,130.9457365,447818.6577,157,54281.39475,37165,612,Piston,39.82741687
5562,Boeing 777,141239.2312,508525.6128,427284.4787,20%-40% of MAC,206.2031893,80.31588226,14112.95209,107,24247.6667,37014,626,Turbofan,36.07243623
5563,Embraer E190,82198.09051,227826.898,141809.9912,25%-35% of MAC,418.5828868,31.55084842,427979.2672,158,36598.00295,23773,429,Piston,18.36471621
5564,Beechcraft King Air 350,100522.5411,142281.5915,105062.6851,20%-35% of MAC,232.7416821,179.3809086,149143.6064,375,42784.56382,56179,647,Turbofan,38.96506772
5565,Cessna 172,141655.8458,360887.3782,290445.531,35%-45% of MAC,955.0928541,104.6593447,204475.3729,331,37263.40645,52382,512,Turboprop,99.05217572
5566,Boeing 737-800,182702.8375,370059.2682,349641.3469,15%-30% of MAC,314.8224398,116.9376354,405474.4192,372,19373.28638,54271,636,Turboprop,98.06925458
5567,Beechcraft King Air 350,252646.1941,384015.3648,306316.5293,20%-40% of MAC,812.0391757,83.08132909,68062.98292,210,50161.10842,44147,652,Piston,69.35793056
5568,Airbus A320,243441.1479,276615.2854,271420.5273,20%-40% of MAC,747.1197782,78.97444471,148798.0779,303,78428.75072,54314,406,Turbofan,86.9341953
5569,Airbus A380,50634.39212,251050.5637,115361.7378,15%-30% of MAC,995.1363307,44.76109191,378628.4223,462,52608.37143,58505,507,Turboprop,51.18992332
5570,Bombardier Global 6000,140877.2744,367662.7844,325998.0347,25%-35% of MAC,865.529395,142.4816505,348100.5535,435,49789.71778,32506,620,Piston,18.70796584
